New York,city,40.71,-74.01
Las Vegas,city,36.1146,-115.1728
Los Angeles,seaside,31.05,-118.24
Berlin,city,52.5235,13.4115
Tokyo,city,35.6785,139.6823
Rio de Janeiro,seaside,-22.9083,-43.1963
Sydney,seaside,-33.8651,151.2099
Lusaka,city,-15.4166,28.2833
Cape Town,seaside,-33.9188,18.4233
West Palm Beach,seaside,26.7097,-80.0641
